Input is random
Test input is from input.txt
Test 33 (745 <-> 648)
Test 34 (769 <-> 699)
Test 35 (697 <-> 697)
Test 36 (681 <-> 641)
Test 37 (717 <-> 646)
Test 38 (710 <-> 640)
Test 39 (724 <-> 661)
Test 40 (707 <-> 693)
Test 41 (753 <-> 654)
Test 42 (677 <-> 592)
Test 43 (706 <-> 655)
Test 44 (753 <-> 647)
Test 45 (668 <-> 658)
Test 46 (752 <-> 602)
Test 47 (622 <-> 620)
Test 48 (711 <-> 627)
Test 49 (696 <-> 696)
Test 50 (743 <-> 640)
Estimated matched exact in 6% of the tests (3/50)
Enter number of tests (m > 0): 0
Enter number of nodes in graph (n > 2): 0
